GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
3403913150,060,34,039,35620,408,99999,999,Clark township,14756,5751,14597,5709,14756,14597,13766,13956,124,44,15,2,547,402,5,0,169,92,130,101
3403915640,060,34,039,35620,408,99999,999,Cranford township,22625,8816,22578,8560,22625,22578,20781,21156,592,583,18,9,643,485,4,5,234,151,353,189
3403921000,060,34,039,35620,408,99999,999,Elizabeth city,124969,45516,120568,42838,124969,120568,68292,67250,26343,24090,1036,580,2604,2830,52,55,20901,18702,5741,7061
3403922860,060,34,039,35620,408,99999,999,Fanwood borough,7318,2686,7174,2615,7318,7174,6200,6335,388,369,10,7,494,315,0,2,71,57,155,89
3403925800,060,34,039,35620,408,99999,999,Garwood borough,4226,1870,4153,1782,4226,4153,3940,3983,45,15,1,0,86,55,0,0,76,64,78,36
3403931980,060,34,039,35620,408,99999,999,Hillside township,21404,7536,21747,7388,21404,21747,7438,8705,11384,10122,47,50,585,751,7,17,1332,1144,611,958
3403936690,060,34,039,35620,408,99999,999,Kenilworth borough,7914,2924,7675,2926,7914,7675,6970,7007,230,184,11,19,304,221,2,0,262,138,135,106
3403940350,060,34,039,35620,408,99999,999,Linden city,40499,15872,39394,15567,40499,39394,23957,26031,10888,8981,118,56,1099,925,8,15,3066,1923,1363,1463
3403948510,060,34,039,35620,408,99999,999,Mountainside borough,6685,2558,6602,2478,6685,6602,6104,6278,132,62,0,6,330,185,0,4,28,18,91,49
3403951810,060,34,039,35620,408,99999,999,New Providence borough,12171,4537,11907,4485,12171,11907,10465,10689,155,105,12,4,1190,905,5,3,148,81,196,120
3403959190,060,34,039,35620,408,99999,999,Plainfield city,49808,16621,47829,16180,49808,47829,11724,10258,25006,29550,455,195,474,447,26,46,10024,5156,2099,2177
3403961530,060,34,039,35620,408,99999,999,Rahway city,27346,11300,26500,10381,27346,26500,14301,15950,8457,7173,84,42,1175,950,5,14,2288,1489,1036,882
3403964620,060,34,039,35620,408,99999,999,Roselle borough,21085,7939,21274,7870,21085,21274,6240,7570,11610,10917,65,67,471,577,5,15,2030,1291,664,837
3403964650,060,34,039,35620,408,99999,999,Roselle Park borough,13297,5231,13281,5258,13297,13281,9802,10740,783,322,20,14,1354,1214,2,2,1000,650,336,339
3403966060,060,34,039,35620,408,99999,999,Scotch Plains township,23510,8896,22732,8479,23510,22732,18203,17931,2605,2568,29,21,1799,1648,2,3,327,216,545,345
3403970020,060,34,039,35620,408,99999,999,Springfield township,15817,6736,14429,6204,15817,14429,13042,12946,989,537,10,3,1218,676,2,0,277,139,279,128
3403971430,060,34,039,35620,408,99999,999,Summit city,21457,8190,21131,8146,21457,21131,17926,18546,970,914,30,19,1368,941,3,3,610,360,550,348
3403974480,060,34,039,35620,408,99999,999,Union township,56642,20250,54405,20001,56642,54405,30464,36809,16417,10752,80,80,6003,4201,24,13,2297,1329,1357,1221
3403979040,060,34,039,35620,408,99999,999,Westfield town,30316,10950,29644,10819,30316,29644,26729,26675,984,1151,36,27,1718,1208,10,3,241,185,598,395
3403981650,060,34,039,35620,408,99999,999,Winfield township,1471,714,1514,697,1471,1514,1418,1468,14,5,0,3,2,2,1,1,16,10,20,25
3404100670,060,34,041,10900,999,99999,999,Allamuchy township,4323,2096,3877,1774,4323,3877,4040,3702,77,36,6,2,118,72,1,0,17,27,64,38
3404101030,060,34,041,10900,999,99999,999,Alpha borough,2369,1032,2482,1034,2369,2482,2206,2409,57,7,0,1,36,30,0,0,28,16,42,19
3404104990,060,34,041,10900,999,99999,999,Belvidere town,2681,1140,2771,1165,2681,2771,2574,2716,42,14,3,1,21,14,0,0,6,7,35,19
3404106160,060,34,041,10900,999,99999,999,Blairstown township,5967,2272,5747,2136,5967,5747,5730,5642,67,15,7,8,68,32,0,1,27,16,68,33
3404124960,060,34,041,10900,999,99999,999,Franklin township,3176,1219,2768,1019,3176,2768,2999,2686,47,23,4,2,74,24,0,0,6,3,46,30
3404125320,060,34,041,10900,999,99999,999,Frelinghuysen township,2230,826,2083,755,2230,2083,2168,2037,14,7,0,1,12,8,0,4,13,10,23,16
3404128260,060,34,041,10900,999,99999,999,Greenwich township,5712,1870,4365,1477,5712,4365,4822,4071,363,108,7,12,352,97,3,3,62,25,103,49
3404128710,060,34,041,10900,999,99999,999,Hackettstown town,9724,3755,10403,4347,9724,10403,8273,9389,239,227,23,13,483,303,5,6,505,208,196,257
3404129820,060,34,041,10900,999,99999,999,Hardwick township,1696,619,1464,530,1696,1464,1645,1421,16,9,0,1,11,6,0,0,12,13,12,14
3404130090,060,34,041,10900,999,99999,999,Harmony township,2667,1109,2729,1076,2667,2729,2621,2672,18,19,7,2,5,11,0,0,2,5,14,20
3404133060,060,34,041,10900,999,99999,999,Hope township,1952,809,1891,747,1952,1891,1878,1858,23,8,0,0,31,8,0,0,8,1,12,16
3404133930,060,34,041,10900,999,99999,999,Independence township,5662,2325,5603,2210,5662,5603,5290,5322,69,65,5,3,126,97,4,0,91,44,77,72
3404137320,060,34,041,10900,999,99999,999,Knowlton township,3055,1212,2977,1135,3055,2977,2935,2901,28,12,9,2,28,19,0,0,23,14,32,29
3404140110,060,34,041,10900,999,99999,999,Liberty township,2942,1151,2765,1088,2942,2765,2814,2693,30,10,6,3,44,16,0,0,13,15,35,28
3404141490,060,34,041,10900,999,99999,999,Lopatcong township,8014,3420,5765,2429,8014,5765,6990,5550,483,65,11,4,335,94,1,0,65,28,129,24
3404143320,060,34,041,10900,999,99999,999,Mansfield township,7725,3316,6653,2415,7725,6653,6700,6048,378,300,14,16,248,81,2,0,236,106,147,102
3404155530,060,34,041,10900,999,99999,999,Oxford township,2514,1033,2307,938,2514,2307,2388,2228,41,28,0,5,38,12,0,0,17,15,30,19
3404158350,060,34,041,10900,999,99999,999,Phillipsburg town,14950,6607,15166,6651,14950,15166,12475,13928,1120,527,26,18,228,126,8,2,586,306,507,259
3404159820,060,34,041,10900,999,99999,999,Pohatcong township,3339,1420,3416,1411,3339,3416,3180,3348,53,15,1,1,30,10,0,0,23,22,52,20
3404177270,060,34,041,10900,999,99999,999,Washington borough,6461,2897,6712,2876,6461,6712,5539,6138,388,261,6,8,221,97,5,1,143,108,159,99
3404177300,060,34,041,10900,999,99999,999,Washington township,6651,2493,6248,2174,6651,6248,6216,5997,166,107,16,4,127,59,0,0,43,31,83,50
3404180570,060,34,041,10900,999,99999,999,White township,4882,2304,4245,1770,4882,4245,4654,4090,99,51,4,8,37,26,1,2,38,14,49,54
